UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure_Probability,Risk_Score,Risk_Level,Predicted_Failure_Type,Failure_Type_Probability,TWF_Probability,HDF_Probability,PWF_Probability,OSF_Probability,Key_Risk_Factor,Recommended_Action
130,L47309,L,298.9,308.5,1559,34.3,126,0,0.00028892056,0.028892057,Low,Normal,4.4474644e-05,4.4474644e-05,2.6733975e-05,2.983206e-05,2.186611e-05,No Major Risk Factor,정상 모니터링
131,L47310,L,298.8,308.4,1473,41.1,128,0,0.0008594221,0.08594221,Low,Normal,6.071564e-05,6.071564e-05,2.2170258e-05,3.8041493e-05,2.186611e-05,No Major Risk Factor,정상 모니터링
132,L47311,L,298.8,308.4,1737,27.7,130,0,0.0009402453,0.09402453,Low,Normal,6.149999e-05,6.149999e-05,2.5817453e-05,2.4560595e-05,2.186611e-05,High RPM,정상 모니터링
133,M14992,M,298.7,308.4,1441,43.2,132,0,0.00061006827,0.061006825,Low,Normal,7.909768e-05,9.286781e-06,2.5390767e-05,7.909768e-05,1.7312861e-05,No Major Risk Factor,정상 모니터링
134,M14993,M,298.7,308.4,1430,49.6,135,0,0.00039206122,0.03920612,Low,Normal,7.495694e-05,1.472982e-05,2.9758241e-05,7.495694e-05,1.7887718e-05,No Major Risk Factor,정상 모니터링
135,L47314,L,298.8,308.4,1369,53.0,138,0,0.00072103244,0.07210325,Low,Normal,0.00016819201,5.3556865e-05,0.00016819201,2.5926778e-05,2.5077572e-05,High Torque,정상 모니터링
136,M14995,M,298.8,308.5,1711,28.5,140,0,0.0003694811,0.03694811,Low,Normal,4.448304e-05,4.448304e-05,2.8310378e-05,3.974306e-05,1.7312861e-05,High RPM,정상 모니터링
137,H29550,H,298.7,308.5,1420,45.7,143,0,0.0033434199,0.33434197,Low,Normal,2.7279573e-05,2.7279573e-05,2.6505453e-05,1.3492569e-05,1.7312861e-05,No Major Risk Factor,정상 모니터링
138,L47317,L,298.7,308.6,1297,55.3,148,0,0.0004731739,0.04731739,Low,Normal,0.0003300687,3.5496723e-05,0.0003300687,9.09677e-06,3.839982e-05,High Torque,정상 모니터링
139,H29552,H,298.8,308.6,1449,49.4,150,0,0.0007666014,0.07666014,Low,Normal,3.0168017e-05,2.9694938e-05,3.0168017e-05,1.3455409e-05,2.3476307e-05,No Major Risk Factor,정상 모니터링
140,L47319,L,298.8,308.6,1268,55.8,155,0,0.0003654085,0.036540847,Low,Normal,0.00032235598,3.2754546e-05,0.00032235598,8.9910645e-06,3.7046644e-05,High Torque,정상 모니터링
141,L47320,L,298.8,308.6,1511,36.1,157,0,0.00041287937,0.041287936,Low,Normal,0.00013692636,0.00013692636,2.581627e-05,8.6313175e-06,2.186611e-05,No Major Risk Factor,정상 모니터링
142,L47321,L,298.7,308.5,1544,35.2,159,0,0.00029437587,0.029437587,Low,Normal,0.00017417641,0.00017417641,2.4718427e-05,8.6313175e-06,2.186611e-05,No Major Risk Factor,정상 모니터링
143,M15002,M,298.6,308.4,1778,28.2,161,0,0.000236854,0.0236854,Low,Normal,9.7699936e-05,9.7699936e-05,2.6084257e-05,1.50437745e-05,1.7312861e-05,High RPM,정상 모니터링
144,H29557,H,298.6,308.4,1407,50.5,164,0,0.0002661077,0.02661077,Low,Normal,3.893579e-05,3.893579e-05,2.6935655e-05,1.42693825e-05,2.3162725e-05,No Major Risk Factor,정상 모니터링
145,M15004,M,298.6,308.4,1391,42.4,169,0,0.0018807021,0.18807021,Low,Normal,0.00032287824,0.00032287824,3.2585373e-05,4.4542172e-05,1.6352282e-05,No Major Risk Factor,정상 모니터링
146,L47325,L,298.5,308.4,1513,33.6,172,0,0.00040897695,0.040897693,Low,Normal,0.00017689604,0.00017689604,2.581627e-05,9.267167e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
147,H29560,H,298.5,308.4,1612,36.1,174,0,0.00088808156,0.08880816,Low,Normal,0.0001484487,0.0001484487,3.1980286e-05,0.00011374257,1.7669732e-05,No Major Risk Factor,정상 모니터링
148,L47327,L,298.4,308.4,1515,40.1,179,0,0.0005223523,0.05223523,Low,Normal,0.00013521036,6.3188454e-05,2.2007907e-05,0.00013521036,2.2316834e-05,No Major Risk Factor,정상 모니터링
149,M15008,M,298.3,308.3,1379,48.0,181,0,0.00025133794,0.025133794,Low,Normal,0.00020679677,0.0001690667,6.176865e-05,0.00020679677,2.0376978e-05,No Major Risk Factor,정상 모니터링
150,L47329,L,298.4,308.3,1473,39.9,184,0,0.0016991299,0.169913,Low,Normal,0.00058260455,0.00058260455,2.7101278e-05,9.617438e-05,2.3796563e-05,No Major Risk Factor,정상 모니터링
151,L47330,L,298.4,308.3,1422,42.7,186,0,0.0008717966,0.08717966,Low,Normal,9.727983e-05,6.161739e-05,2.2396105e-05,9.727983e-05,2.3796563e-05,No Major Risk Factor,정상 모니터링
152,M15011,M,298.4,308.2,1463,37.6,188,0,0.0011473147,0.11473147,Low,Normal,0.00071723986,0.00071723986,3.089183e-05,0.00019415667,1.918537e-05,No Major Risk Factor,정상 모니터링
153,M15012,M,298.4,308.2,1584,41.0,191,0,0.00020321488,0.020321488,Low,Normal,0.00016839919,3.5272125e-05,2.3590068e-05,0.00016839919,1.9371424e-05,No Major Risk Factor,정상 모니터링
154,L47333,L,298.4,308.2,1850,27.0,194,0,0.00031094,0.031094,Low,Normal,9.240086e-05,9.240086e-05,2.343374e-05,6.0913917e-05,2.4522305e-05,High RPM,정상 모니터링
155,L47334,L,298.4,308.2,1528,36.2,196,0,0.0008743231,0.08743231,Low,Normal,0.00053251267,0.00053251267,2.7101278e-05,5.91626e-05,2.4522305e-05,High Tool Wear,정상 모니터링
156,H29569,H,298.4,308.2,1987,19.8,198,0,0.0014057048,0.14057048,Low,Normal,0.13808037,0.13808037,2.4269391e-05,3.9258037e-05,1.9371424e-05,High Tool Wear,정상 모니터링
157,M15016,M,298.4,308.1,1495,46.0,203,0,0.003725303,0.3725303,Low,Normal,0.00041067158,0.00041067158,3.1275584e-05,0.00013467301,3.069956e-05,High Tool Wear,정상 모니터링
158,H29571,H,298.4,308.2,1478,43.5,206,0,0.019537572,1.9537572,Low,Normal,0.01665191,0.01665191,2.7660126e-05,8.2495426e-05,3.8595277e-05,High Tool Wear,정상 모니터링
159,M15018,M,298.4,308.2,1499,40.0,211,0,0.07426344,7.426344,Low,Normal,0.18995078,0.18995078,3.3754153e-05,0.00014899496,4.1993477e-05,High Tool Wear,정상 모니터링
160,L47339,L,298.4,308.2,1471,47.0,214,0,0.008693807,0.8693807,Low,Normal,0.0031436505,0.0031436505,3.2172324e-05,6.454042e-05,8.0620164e-05,High Tool Wear,정상 모니터링
161,L47340,L,298.4,308.2,1282,60.7,216,1,0.9988564,99.88564,Critical,OSF,0.9999597,0.00085867103,0.00033035455,5.997863e-05,0.9999597,High Tool Wear / High Torque + High Tool Wear,즉시 점검: Torque 및 Tool Wear 동시 고위험
162,L47341,L,298.3,308.1,1412,52.3,218,1,0.99596596,99.596596,Critical,OSF,0.99982566,0.0019020332,3.0712326e-05,5.1026967e-05,0.99982566,High Tool Wear / High Torque + High Tool Wear,즉시 점검: Torque 및 Tool Wear 동시 고위험
163,L47342,L,298.3,308.1,1586,35.5,0,0,0.00012855754,0.012855754,Low,Normal,0.00011137077,4.0832892e-05,3.3697062e-05,0.00011137077,2.2316834e-05,No Major Risk Factor,정상 모니터링
164,M15023,M,298.4,308.2,1468,43.8,2,0,0.00015145326,0.015145326,Low,Normal,0.00031637386,6.1163933e-06,2.5967904e-05,0.00031637386,1.7669732e-05,No Major Risk Factor,정상 모니터링
165,M15024,M,298.5,308.3,1440,43.6,5,0,0.00031663096,0.031663097,Low,Normal,0.00035029964,7.479144e-06,2.8788156e-05,0.00035029964,1.7669732e-05,No Major Risk Factor,정상 모니터링
166,L47345,L,298.5,308.4,1733,26.0,8,0,0.00022099898,0.022099897,Low,Normal,0.00022819186,3.629027e-05,3.3697062e-05,0.00022819186,2.2316834e-05,High RPM,정상 모니터링
167,H29580,H,298.4,308.2,1612,32.6,10,0,8.564637e-05,0.008564637,Low,Normal,7.126397e-05,3.2786265e-05,3.4189303e-05,7.126397e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
168,H29581,H,298.4,308.3,1458,42.9,15,0,0.00024002991,0.024002992,Low,Normal,5.0452865e-05,7.91912e-06,2.8253577e-05,5.0452865e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
169,L47348,L,298.4,308.3,1433,62.3,20,1,0.9931452,99.31452,Critical,PWF,0.9984011,2.0055559e-05,4.4438435e-05,0.9984011,0.00018528209,High Torque,즉시 점검: RPM / Torque / Power
170,L47349,L,298.4,308.3,1318,59.1,22,0,0.0007238149,0.07238149,Low,Normal,0.0007146962,1.1155217e-05,0.0007146962,4.0529976e-05,0.00013473198,High Torque,정상 모니터링
171,M15030,M,298.4,308.2,1610,35.0,24,0,0.000122018806,0.012201881,Low,Normal,0.000114512965,4.4543147e-05,3.4836183e-05,0.000114512965,1.7669732e-05,No Major Risk Factor,정상 모니터링
172,L47351,L,298.2,308.1,1462,50.8,27,0,0.0001818816,0.01818816,Low,Normal,3.9248676e-05,4.7501576e-06,3.5677916e-05,1.55432e-05,3.9248676e-05,No Major Risk Factor,정상 모니터링
173,M15032,M,298.1,308.0,1924,20.8,29,0,0.00029383806,0.029383807,Low,Normal,0.00013116018,0.00011349685,3.4836183e-05,0.00013116018,1.7669732e-05,High RPM,정상 모니터링
174,M15033,M,298.2,308.0,1591,33.7,32,0,6.0879313e-05,0.0060879313,Low,Normal,6.5488675e-05,6.5488675e-05,3.4836183e-05,5.0060684e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
175,L47354,L,298.2,308.1,1306,58.3,35,0,0.00060113164,0.060113166,Low,Normal,0.0005641572,1.1155217e-05,0.0005641572,2.5769657e-05,7.597486e-05,High Torque,정상 모니터링
176,L47355,L,298.2,308.1,1382,43.5,37,0,0.000957097,0.0957097,Low,Normal,2.5049534e-05,1.398044e-05,2.5049534e-05,1.7129727e-05,2.065202e-05,No Major Risk Factor,정상 모니터링
177,L47356,L,298.2,308.1,1618,34.7,39,0,0.00012898252,0.012898251,Low,Normal,3.031215e-05,2.6212707e-05,3.031215e-05,1.55432e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
178,L47357,L,298.2,308.2,1988,21.4,41,0,0.0004224362,0.04224362,Low,Normal,8.66195e-05,8.66195e-05,3.031215e-05,4.906448e-05,2.2316834e-05,High RPM,정상 모니터링
179,L47358,L,298.2,308.2,1436,50.2,43,0,0.00020679401,0.020679401,Low,Normal,2.8928096e-05,6.65818e-06,2.8928096e-05,2.2529734e-05,2.305784e-05,No Major Risk Factor,정상 모니터링
180,L47359,L,298.2,308.3,1304,49.8,45,0,0.0008430664,0.084306635,Low,Normal,0.00024197454,1.6280317e-05,0.00024197454,2.522145e-05,2.3250119e-05,No Major Risk Factor,정상 모니터링
181,L47360,L,298.2,308.3,1475,49.9,47,0,0.00095506787,0.09550679,Low,Normal,3.1329226e-05,5.932845e-06,2.9926834e-05,2.6017133e-05,3.1329226e-05,No Major Risk Factor,정상 모니터링
182,H29595,H,298.2,308.3,1824,24.2,49,0,0.0003269634,0.03269634,Low,Normal,5.9045535e-05,5.9045535e-05,3.075494e-05,3.4078497e-05,1.7669732e-05,High RPM,정상 모니터링
183,M15042,M,298.1,308.2,1342,48.1,54,0,0.0006052932,0.06052932,Low,Normal,8.573028e-05,2.4586512e-05,6.553447e-05,8.573028e-05,1.6722443e-05,No Major Risk Factor,정상 모니터링
184,L47363,L,298.1,308.2,1485,40.7,57,0,0.00029912658,0.029912658,Low,Normal,3.8910694e-05,1.6417956e-05,2.2160131e-05,3.8910694e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
185,L47364,L,298.2,308.2,1667,30.6,59,0,0.00011901451,0.011901451,Low,Normal,3.176633e-05,3.176633e-05,2.759913e-05,2.696938e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
186,L47365,L,298.2,308.2,1446,38.2,61,0,0.0004798536,0.04798536,Low,Normal,0.00015391377,0.00015391377,2.6815735e-05,1.7274517e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
187,L47366,L,298.1,308.3,1301,56.0,63,0,0.0006960492,0.06960492,Low,Normal,0.00039112964,1.2567298e-05,0.00039112964,2.127553e-05,3.1743526e-05,High Torque,정상 모니터링
188,L47367,L,298.2,308.4,1379,43.1,65,0,0.0011853132,0.118531324,Low,Normal,7.704458e-05,3.7680227e-05,7.704458e-05,3.11714e-05,2.0925147e-05,No Major Risk Factor,정상 모니터링
189,L47368,L,298.3,308.5,1606,33.6,67,0,0.00013041814,0.013041814,Low,Normal,3.0789073e-05,3.0789073e-05,2.6815735e-05,1.8380944e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
190,M15049,M,298.3,308.4,1539,43.4,69,0,0.0001708205,0.017082049,Low,Normal,4.045634e-05,3.2509795e-06,4.045634e-05,2.7451684e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
191,L47370,L,298.2,308.4,1477,49.9,72,0,0.0007855162,0.07855162,Low,Normal,3.123588e-05,4.3563273e-06,2.9926834e-05,1.14225295e-05,3.123588e-05,No Major Risk Factor,정상 모니터링
192,L47371,L,298.2,308.4,1666,34.6,74,0,0.00023655426,0.023655426,Low,Normal,2.6815735e-05,2.1289738e-05,2.6815735e-05,2.2819246e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
193,H29606,H,298.2,308.4,1398,51.8,76,0,0.0004633039,0.046330392,Low,Normal,3.3444663e-05,1.4084594e-05,3.3444663e-05,1.4932429e-05,1.8198833e-05,No Major Risk Factor,정상 모니터링
194,H29607,H,298.2,308.4,1678,34.6,81,0,0.00030053526,0.030053526,Low,Normal,3.0476847e-05,2.7265218e-05,2.9190782e-05,3.0476847e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
195,M15054,M,298.2,308.5,2678,10.7,86,1,0.99465746,99.465744,Critical,PWF,0.9983714,0.00017363203,3.266686e-05,0.9983714,1.7669732e-05,High RPM,즉시 점검: RPM / Torque / Power
196,L47375,L,298.3,308.5,1453,42.9,89,0,0.0010007251,0.10007251,Low,Normal,2.9128074e-05,7.301934e-06,2.162551e-05,2.9128074e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
197,H29610,H,298.3,308.6,1432,49.5,91,0,0.0006295323,0.06295323,Low,Normal,4.0941482e-05,1.0619061e-05,3.2083382e-05,4.0941482e-05,1.8256438e-05,No Major Risk Factor,정상 모니터링
198,M15057,M,298.4,308.6,1527,40.9,96,0,0.0002646453,0.02646453,Low,Normal,9.20296e-05,8.628536e-06,2.3713672e-05,9.20296e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
199,L47378,L,298.4,308.7,1588,35.0,99,0,0.0002477558,0.02477558,Low,Normal,5.260033e-05,4.1703704e-05,2.6168796e-05,5.260033e-05,2.1970412e-05,No Major Risk Factor,정상 모니터링
200,L47379,L,298.4,308.6,1433,47.1,101,0,0.001495713,0.1495713,Low,Normal,4.989254e-05,1.3757673e-05,3.290542e-05,4.989254e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
201,L47380,L,298.4,308.6,1609,35.0,103,0,0.00032054787,0.032054786,Low,Normal,4.625134e-05,4.302451e-05,2.6168796e-05,4.625134e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
202,L47381,L,298.3,308.5,1575,41.2,105,0,0.00038773497,0.038773496,Low,Normal,3.780144e-05,8.1250655e-06,1.992824e-05,3.780144e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
203,M15062,M,298.4,308.5,1636,35.7,107,0,0.0005695294,0.056952942,Low,Normal,8.735276e-05,2.572735e-05,2.9315395e-05,8.735276e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
204,L47383,L,298.4,308.5,1490,37.9,110,0,0.0010801649,0.10801649,Low,Normal,7.0484704e-05,7.0484704e-05,2.6733975e-05,4.2789237e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
205,L47384,L,298.4,308.5,1741,32.8,112,0,0.00023678286,0.023678286,Low,Normal,4.2789237e-05,1.4207127e-05,2.6733975e-05,4.2789237e-05,2.2316834e-05,High RPM,정상 모니터링
206,M15065,M,298.5,308.6,1344,53.0,114,0,0.00065948983,0.065948986,Low,Normal,0.00014936423,1.8362689e-05,0.00013508987,0.00014936423,1.9659125e-05,High Torque,정상 모니터링
207,L47386,L,298.5,308.7,1609,35.3,117,0,0.00048634372,0.048634373,Low,Normal,5.763032e-05,5.763032e-05,2.6733975e-05,5.1098014e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
208,M15067,M,298.4,308.7,1421,60.7,119,1,0.9897349,98.97349,Critical,PWF,0.99898964,4.396968e-05,3.1668056e-05,0.99898964,0.0001119375,High Torque,즉시 점검: RPM / Torque / Power
209,L47388,L,298.4,308.6,1591,36.7,122,0,0.0003275028,0.032750282,Low,Normal,5.0940132e-05,5.0940132e-05,2.6733975e-05,3.1271647e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
210,L47389,L,298.4,308.6,1477,44.0,124,0,0.00041059894,0.041059893,Low,Normal,5.4164946e-05,6.9536827e-06,2.0708265e-05,5.4164946e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
211,L47390,L,298.4,308.7,1523,36.1,126,0,0.00043971924,0.043971922,Low,Normal,6.7465066e-05,6.7465066e-05,2.6733975e-05,3.6275494e-05,2.1970412e-05,No Major Risk Factor,정상 모니터링
212,L47391,L,298.5,308.7,1575,33.9,128,0,0.00033998647,0.033998646,Low,Normal,4.8364735e-05,4.8364735e-05,2.5817453e-05,3.3726094e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
213,H29626,H,298.4,308.7,1344,52.9,130,0,0.0009964026,0.09964026,Low,Normal,0.00019491198,4.896875e-05,0.00019491198,4.0128736e-05,1.9659125e-05,High Torque,정상 모니터링
214,L47393,L,298.4,308.7,1386,44.9,135,0,0.0008831018,0.088310175,Low,Normal,4.262218e-05,2.0683812e-05,2.3154927e-05,4.262218e-05,2.033144e-05,No Major Risk Factor,정상 모니터링
215,M15074,M,298.3,308.6,1589,37.1,137,0,0.00019266864,0.019266864,Low,Normal,6.6032684e-05,2.7690874e-05,2.9418485e-05,6.6032684e-05,1.7669732e-05,No Major Risk Factor,정상 모니터링
216,L47395,L,298.3,308.6,1548,40.3,140,0,0.00019526019,0.01952602,Low,Normal,3.3093987e-05,8.807356e-06,2.3154927e-05,3.3093987e-05,2.1970412e-05,No Major Risk Factor,정상 모니터링
217,L47396,L,298.3,308.6,1499,38.3,142,0,0.00050943904,0.050943904,Low,Normal,9.069967e-05,9.069967e-05,2.6827984e-05,3.3093987e-05,2.1970412e-05,No Major Risk Factor,정상 모니터링
218,L47397,L,298.3,308.5,1664,31.6,144,0,0.00022296223,0.022296224,Low,Normal,2.5817453e-05,2.376069e-05,2.5817453e-05,1.2485849e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
219,L47398,L,298.3,308.6,1447,38.1,146,0,0.0013240031,0.1324003,Low,Normal,0.0002906911,0.0002906911,2.6827984e-05,2.2254882e-05,2.1970412e-05,No Major Risk Factor,정상 모니터링
220,M15079,M,298.3,308.5,1434,46.2,148,0,0.0012906448,0.12906447,Low,Normal,4.8262682e-05,3.117071e-05,4.13324e-05,4.8262682e-05,2.2068414e-05,No Major Risk Factor,정상 모니터링
221,L47400,L,298.3,308.5,1416,52.7,151,0,0.00043088762,0.043088764,Low,Normal,6.831034e-05,2.9034694e-05,2.9884768e-05,1.7156965e-05,6.831034e-05,High Torque,정상 모니터링
222,H29635,H,298.4,308.5,1827,24.3,153,0,0.0012551969,0.1255197,Low,Normal,0.000107543005,0.000107543005,2.7784672e-05,1.4424261e-05,1.7669732e-05,High RPM,정상 모니터링
223,L47402,L,298.4,308.6,1304,45.0,158,0,0.002847374,0.2847374,Low,Normal,0.00047170554,0.00021832448,0.00047170554,1.333136e-05,2.6370415e-05,No Major Risk Factor,정상 모니터링
224,L47403,L,298.4,308.6,1569,34.4,160,0,0.0003537172,0.035371717,Low,Normal,9.008655e-05,9.008655e-05,2.4718427e-05,1.6287071e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
225,L47404,L,298.3,308.6,1584,29.3,162,0,0.0020324509,0.20324509,Low,Normal,0.00023606131,0.00023606131,2.3787352e-05,1.11863665e-05,2.1970412e-05,No Major Risk Factor,정상 모니터링
226,L47405,L,298.3,308.5,1362,53.8,164,0,0.00041631487,0.041631486,Low,Normal,0.00012773128,3.6728852e-05,0.00012773128,1.2765529e-05,5.9153066e-05,High Torque,정상 모니터링
227,L47406,L,298.3,308.4,1329,49.2,166,0,0.00048545122,0.048545122,Low,Normal,0.00013775653,5.3257907e-05,0.00013775653,1.2019342e-05,3.3502474e-05,No Major Risk Factor,정상 모니터링
228,L47407,L,298.3,308.5,1539,36.1,168,0,0.00047069765,0.047069766,Low,Normal,0.00011820042,0.00011820042,2.581627e-05,1.6772674e-05,2.2316834e-05,No Major Risk Factor,정상 모니터링
229,M15088,M,298.3,308.5,1629,37.1,170,0,0.00026712552,0.026712552,Low,Normal,0.0003438152,2.7982669e-05,2.6928104e-05,0.0003438152,1.7669732e-05,No Major Risk Factor,정상 모니터링
230,L47409,L,298.3,308.5,1538,32.2,173,0,0.0003711216,0.03711216,Low,Normal,0.00022335502,0.00022335502,2.4718427e-05,0.00018790865,2.2316834e-05,No Major Risk Factor,정상 모니터링
231,L47410,L,298.3,308.6,1570,34.8,175,0,0.00034052218,0.03405222,Low,Normal,0.00020831068,8.287121e-05,2.4050307e-05,0.00020831068,2.1970412e-05,No Major Risk Factor,정상 모니터링
232,L47411,L,298.3,308.4,1408,43.1,177,0,0.0014586797,0.14586797,Low,Normal,0.0001989584,6.440541e-05,2.2007907e-05,0.0001989584,2.2316834e-05,No Major Risk Factor,정상 모니터링
233,L47412,L,298.2,308.4,1424,47.6,179,0,0.0030658979,0.30658978,Low,Normal,0.0002385242,7.48493e-05,2.7601207e-05,0.0002385242,2.867934e-05,No Major Risk Factor,정상 모니터링
234,L47413,L,298.2,308.4,1512,34.9,181,0,0.0008218113,0.08218113,Low,Normal,0.0005908222,0.0005908222,2.5443538e-05,0.00020610819,2.2316834e-05,No Major Risk Factor,정상 모니터링
235,L47414,L,298.2,308.4,1478,42.9,183,0,0.00057595974,0.057595976,Low,Normal,0.0002185217,3.127612e-05,2.2396105e-05,0.0002185217,2.3796563e-05,No Major Risk Factor,정상 모니터링
236,M15095,M,298.1,308.3,1680,33.7,185,0,0.00023442287,0.023442287,Low,Normal,0.000525891,4.751919e-05,2.6837786e-05,0.000525891,1.8798122e-05,No Major Risk Factor,정상 모니터링
237,L47416,L,298.1,308.3,1495,38.7,188,0,0.0020683599,0.20683599,Low,Normal,0.00048825977,0.00048825977,2.7101278e-05,0.0002912859,2.4286779e-05,No Major Risk Factor,정상 모니터링
238,M15097,M,298.0,308.1,1552,36.6,190,0,0.0015082383,0.15082383,Low,Normal,0.00040354946,0.00026614577,3.089183e-05,0.00040354946,1.9371424e-05,No Major Risk Factor,정상 모니터링
239,L47418,L,297.9,308.1,1393,50.3,193,0,0.0007292746,0.07292746,Low,Normal,0.00021817029,4.8406724e-05,2.7659098e-05,0.0001311922,0.00021817029,No Major Risk Factor,정상 모니터링
240,L47419,L,298.0,308.2,1611,30.6,195,0,0.0004150156,0.04150156,Low,Normal,0.0002129917,0.00019178336,2.447453e-05,0.0002129917,2.414165e-05,High Tool Wear,정상 모니터링
241,M15100,M,298.0,308.1,1339,51.6,197,0,0.0006156939,0.061569393,Low,Normal,0.00020265763,7.9604964e-05,0.0001380337,0.00020265763,8.787779e-05,High Tool Wear,정상 모니터링
242,L47421,L,298.0,308.1,1777,24.3,200,0,0.0011726918,0.11726918,Low,Normal,0.0074050887,0.0074050887,2.2551056e-05,0.00011198181,2.543194e-05,High Tool Wear,정상 모니터링
243,L47422,L,298.0,308.2,1348,58.8,202,1,0.99754566,99.75456,Critical,OSF,0.99988973,0.00015946229,6.246889e-05,0.0002238095,0.99988973,High Tool Wear / High Torque + High Tool Wear,즉시 점검: Torque 및 Tool Wear 동시 고위험
244,L47423,L,298.0,308.2,1442,44.1,204,0,0.021539243,2.1539242,Low,Normal,0.022527678,0.022527678,2.3001221e-05,0.00022332158,3.061533e-05,High Tool Wear,정상 모니터링
245,M15104,M,298.0,308.2,1395,49.1,206,0,0.0030770283,0.30770284,Low,Normal,0.022012433,0.022012433,3.366234e-05,0.00034105728,9.143731e-05,High Tool Wear,정상 모니터링
