UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure_Probability,Risk_Score,Risk_Level,Predicted_Failure_Type,Max_Failure_Type_Probability,TWF_Probability,HDF_Probability,PWF_Probability,OSF_Probability,Key_Risk_Factor,Recommended_Action,Improvement_Failure_Type,Improvement_Point,Improvement_Goal,Control_Action,Improvement_Priority
94,L47273,L,299.1,309.0,1450,43.0,40,0,0.00056235713,0.056235712,Low,Normal,2.4560313e-05,4.9166533e-06,2.4560313e-05,1.0343951e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
95,L47274,L,299.0,308.9,1622,31.9,42,0,8.903863e-05,0.008903863,Low,Normal,3.3880733e-05,3.0974905e-05,3.2197495e-05,3.3880733e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
96,M14955,M,299.0,309.0,1351,52.2,44,0,0.00038384396,0.038384397,Low,Normal,0.00023431201,7.79689e-06,0.00023431201,2.1045722e-05,2.0497973e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
97,M14956,M,299.0,309.0,1575,35.3,47,0,0.00015407708,0.015407708,Low,Normal,3.260054e-05,8.215589e-06,3.260054e-05,3.1826792e-05,1.8339062e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
98,M14957,M,298.9,308.9,1750,29.9,50,0,0.00023676886,0.023676885,Low,Normal,7.551814e-05,6.314394e-05,3.260054e-05,7.551814e-05,1.8339062e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
99,L47278,L,298.9,308.8,1529,32.7,53,0,0.00011247741,0.011247741,Low,Normal,6.640899e-05,6.640899e-05,2.7314327e-05,2.7034474e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
100,L47279,L,298.8,308.8,1523,44.4,55,0,0.00019044656,0.019044656,Low,Normal,2.4844956e-05,4.70413e-06,2.4844956e-05,1.9649058e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
101,L47280,L,298.8,308.9,1852,25.0,57,0,0.0008478565,0.084785655,Low,Normal,0.00024298416,0.00024298416,2.8473265e-05,4.0768962e-05,2.1284377e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
102,L47281,L,298.8,308.8,1991,20.7,59,0,0.0005885039,0.05885039,Low,Normal,8.9570625e-05,8.9570625e-05,2.8473265e-05,3.6957266e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
103,L47282,L,298.8,308.8,1555,40.6,61,0,0.00015418553,0.015418553,Low,Normal,2.1719445e-05,8.771346e-06,2.1719445e-05,2.0353826e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
104,M14963,M,298.8,308.8,1441,40.5,63,0,0.0012589104,0.12589104,Low,Normal,0.00025464053,0.00025464053,3.1273616e-05,5.1934927e-05,1.8339062e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
105,L47284,L,298.8,308.7,1450,43.4,66,0,0.00080756866,0.080756865,Low,Normal,2.1719445e-05,1.0879044e-05,2.1719445e-05,8.242366e-06,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
106,L47285,L,298.8,308.7,1591,31.1,68,0,7.2330724e-05,0.0072330725,Low,Normal,3.4209097e-05,3.4209097e-05,2.655998e-05,2.0529802e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
107,L47286,L,298.8,308.7,1445,48.5,70,0,0.0029466248,0.29466248,Low,Normal,5.0190032e-05,7.99582e-06,5.0190032e-05,6.920954e-06,2.1690466e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
108,M14967,M,298.8,308.8,1497,46.8,72,0,0.00010569693,0.010569693,Low,Normal,2.375761e-05,6.2953573e-06,2.375761e-05,1.8139244e-05,1.8518853e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
109,H29522,H,298.9,308.8,1621,32.7,75,0,8.299886e-05,0.008299885,Low,Normal,3.0523704e-05,2.0204681e-05,3.0523704e-05,1.7016924e-05,1.8339062e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
110,L47289,L,298.9,308.7,1572,34.1,80,0,7.668615e-05,0.007668615,Low,Normal,2.8833187e-05,2.3425453e-05,2.8833187e-05,1.6383188e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
111,L47290,L,298.8,308.6,1872,22.5,82,0,0.00047386833,0.047386833,Low,Normal,5.705958e-05,5.705958e-05,2.8833187e-05,2.1341146e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
112,H29525,H,298.7,308.6,1499,43.5,84,0,0.00018817202,0.018817203,Low,Normal,2.1479846e-05,4.0544196e-06,2.1479846e-05,7.1612767e-06,1.8339062e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
113,M14972,M,298.8,308.7,1498,39.5,89,0,0.0002861821,0.028618209,Low,Normal,5.7906098e-05,5.7906098e-05,3.4485318e-05,4.9179765e-05,1.8339062e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
114,M14973,M,298.8,308.6,1486,41.9,92,0,0.00022975916,0.022975916,Low,Normal,5.2705578e-05,5.782851e-06,2.7421647e-05,5.2705578e-05,1.8339062e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
115,L47294,L,298.8,308.6,1680,29.4,95,0,0.0003357263,0.03357263,Low,Normal,7.0258226e-05,6.2452265e-05,2.7854074e-05,7.0258226e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
116,L47295,L,298.8,308.6,1431,45.7,97,0,0.0012850068,0.12850067,Low,Normal,2.851805e-05,1.9684017e-05,1.7162005e-05,2.851805e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
117,L47296,L,298.9,308.7,1564,34.1,99,0,0.0001019413,0.01019413,Low,Normal,2.9588651e-05,2.297794e-05,2.9096645e-05,2.9588651e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
118,L47297,L,298.8,308.6,1599,33.0,101,0,0.00011128351,0.011128351,Low,Normal,4.9617254e-05,4.9617254e-05,2.9096645e-05,2.5465919e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
119,M14978,M,298.8,308.6,1707,28.1,103,0,0.0005339865,0.05339865,Low,Normal,8.7796034e-05,8.7796034e-05,3.18916e-05,4.6990015e-05,1.8339062e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
120,L47299,L,298.7,308.5,1467,40.7,106,0,0.00052729115,0.052729115,Low,Normal,0.00012847397,0.00012847397,2.7656328e-05,2.5471238e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
121,L47300,L,298.9,308.7,1433,44.7,108,0,0.001200831,0.1200831,Low,Normal,2.9796944e-05,1.6857777e-05,1.7162005e-05,2.9796944e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
122,L47301,L,298.9,308.7,1558,41.2,110,0,0.00019015769,0.019015769,Low,Normal,2.6032816e-05,8.263057e-06,1.755694e-05,2.6032816e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
123,L47302,L,299.0,308.8,1310,50.7,112,0,0.00044037448,0.044037446,Low,Normal,0.00054520986,1.2443852e-05,0.00054520986,5.6571906e-05,2.4250214e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
124,L47303,L,298.9,308.7,1546,43.4,114,0,0.00010515206,0.010515206,Low,Normal,4.69841e-05,3.7360655e-06,2.5037165e-05,4.69841e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
125,L47304,L,298.9,308.7,1727,29.4,116,0,0.00019590488,0.019590488,Low,Normal,3.53081e-05,3.53081e-05,2.9766217e-05,2.5126597e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
126,L47305,L,298.9,308.6,1560,32.2,118,0,0.00018528421,0.01852842,Low,Normal,4.6947105e-05,3.3350516e-05,2.9766217e-05,4.6947105e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
127,L47306,L,299.0,308.6,1329,60.5,120,0,0.0024253987,0.24253987,Low,Normal,0.00022424418,4.7222347e-05,0.00022424418,6.339535e-05,0.00015888296,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
128,L47307,L,298.9,308.6,1413,46.5,122,0,0.00071477727,0.071477726,Low,Normal,7.310815e-05,1.6286745e-05,1.6744849e-05,7.310815e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
129,L47308,L,299.0,308.6,1587,38.6,124,0,0.00044639193,0.044639193,Low,Normal,4.4956323e-05,1.7810149e-05,2.4719959e-05,4.4956323e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
130,L47309,L,298.9,308.5,1559,34.3,126,0,0.00029512084,0.029512085,Low,Normal,4.7534777e-05,4.7534777e-05,2.8292754e-05,3.9984723e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
131,L47310,L,298.8,308.4,1473,41.1,128,0,0.0005223896,0.05223896,Low,Normal,6.1701416e-05,2.5408788e-05,2.6515767e-05,6.1701416e-05,2.2219425e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
132,L47311,L,298.8,308.4,1737,27.7,130,0,0.0013090563,0.13090563,Low,Normal,9.279273e-05,9.279273e-05,2.9766217e-05,3.4771063e-05,2.2219425e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
133,M14992,M,298.7,308.4,1441,43.2,132,0,0.0007365443,0.07365443,Low,Normal,9.5487005e-05,1.6022446e-05,2.7629834e-05,9.5487005e-05,1.8970466e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
134,M14993,M,298.7,308.4,1430,49.6,135,0,0.00049546274,0.049546275,Low,Normal,8.831488e-05,1.7494282e-05,4.585652e-05,8.831488e-05,2.1390188e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
135,L47314,L,298.8,308.4,1369,53.0,138,0,0.0008772417,0.08772417,Low,Normal,0.00019232926,3.378784e-05,0.00019232926,3.9359886e-05,2.7159e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
136,M14995,M,298.8,308.5,1711,28.5,140,0,0.0006365682,0.063656814,Low,Normal,0.00010234513,0.00010234513,3.2393862e-05,4.5643526e-05,1.8339062e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
137,H29550,H,298.7,308.5,1420,45.7,143,0,0.0029497547,0.29497546,Low,Normal,4.982189e-05,4.982189e-05,2.2328757e-05,1.8667406e-05,1.8339062e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
138,L47317,L,298.7,308.6,1297,55.3,148,0,0.000607501,0.0607501,Low,Normal,0.00035585903,2.8209799e-05,0.00035585903,8.765159e-06,2.4675373e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
139,H29552,H,298.8,308.6,1449,49.4,150,0,0.00065006147,0.065006144,Low,Normal,4.516314e-05,2.0735952e-05,4.516314e-05,1.815771e-05,2.067827e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
140,L47319,L,298.8,308.6,1268,55.8,155,0,0.0004145654,0.04145654,Low,Normal,0.00031562464,3.3768123e-05,0.00031562464,9.718333e-06,2.7091228e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
141,L47320,L,298.8,308.6,1511,36.1,157,0,0.00023015689,0.02301569,Low,Normal,0.00013242,0.00013242,2.6457872e-05,1.2332798e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
142,L47321,L,298.7,308.5,1544,35.2,159,0,0.00022661797,0.022661796,Low,Normal,0.00013544082,0.00013544082,2.6457872e-05,1.1897466e-05,2.1479887e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
143,M15002,M,298.6,308.4,1778,28.2,161,0,0.0002070329,0.020703292,Low,Normal,0.00010770402,0.00010770402,2.9498719e-05,1.5173219e-05,1.8970466e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
144,H29557,H,298.6,308.4,1407,50.5,164,0,0.00019269326,0.019269327,Low,Normal,3.7758677e-05,3.3828077e-05,3.7758677e-05,1.7049868e-05,2.2197886e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
145,M15004,M,298.6,308.4,1391,42.4,169,0,0.0011684068,0.11684068,Low,Normal,0.00028920968,0.00028920968,3.264434e-05,5.8449183e-05,1.686625e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
146,L47325,L,298.5,308.4,1513,33.6,172,0,0.00021490699,0.021490699,Low,Normal,0.000202647,0.000202647,2.7635791e-05,9.4652154e-05,2.2338596e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
147,H29560,H,298.5,308.4,1612,36.1,174,0,0.0006458606,0.064586066,Low,Normal,0.00011449692,5.6560468e-05,3.276648e-05,0.00011449692,1.9072213e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
148,L47327,L,298.4,308.4,1515,40.1,179,0,0.0003591053,0.03591053,Low,Normal,0.00010859494,2.5194719e-05,2.4911104e-05,0.00010859494,2.2505918e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
149,M15008,M,298.3,308.3,1379,48.0,181,0,0.000288299,0.028829899,Low,Normal,0.00018674445,0.00010566589,5.0329025e-05,0.00018674445,1.723154e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
150,L47329,L,298.4,308.3,1473,39.9,184,0,0.0010242478,0.102424785,Low,Normal,0.00020323484,0.00020323484,2.850796e-05,9.083756e-05,2.4477937e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
151,L47330,L,298.4,308.3,1422,42.7,186,0,0.0008980998,0.08980998,Low,Normal,8.773921e-05,4.212238e-05,2.6648144e-05,8.773921e-05,2.5056488e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
152,M15011,M,298.4,308.2,1463,37.6,188,0,0.0006969652,0.06969652,Low,Normal,0.00035124132,0.00035124132,3.2640266e-05,0.00022233832,2.1807966e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
153,M15012,M,298.4,308.2,1584,41.0,191,0,0.00023359066,0.023359066,Low,Normal,0.00016599699,1.2212855e-05,2.1669895e-05,0.00016599699,2.1807966e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
154,L47333,L,298.4,308.2,1850,27.0,194,0,0.00019747835,0.019747835,Low,Normal,9.5220865e-05,9.5220865e-05,2.7632335e-05,4.8626585e-05,2.6024501e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
155,L47334,L,298.4,308.2,1528,36.2,196,0,0.00094828696,0.094828695,Low,Normal,0.0007599095,0.0007599095,2.850796e-05,4.4634187e-05,2.6024501e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
156,H29569,H,298.4,308.2,1987,19.8,198,0,0.0024008343,0.24008344,Low,Normal,0.18562855,0.18562855,2.9605388e-05,3.1887677e-05,2.1807966e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
157,M15016,M,298.4,308.1,1495,46.0,203,0,0.004096963,0.4096963,Low,Normal,0.0007895424,0.0007895424,2.8022432e-05,0.00013707137,2.4315634e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
158,H29571,H,298.4,308.2,1478,43.5,206,0,0.026919842,2.6919842,Low,Normal,0.017460153,0.017460153,2.3816929e-05,6.4630716e-05,4.6468016e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
159,M15018,M,298.4,308.2,1499,40.0,211,0,0.0737607,7.3760705,Low,Normal,0.1664816,0.1664816,4.7424073e-05,0.00012849651,5.1060746e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
160,L47339,L,298.4,308.2,1471,47.0,214,0,0.011396802,1.1396801,Low,Normal,0.0022786788,0.0022786788,3.5876386e-05,4.9961964e-05,6.7260655e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
161,L47340,L,298.4,308.2,1282,60.7,216,1,0.99897516,99.897514,Critical,OSF,0.9999616,0.001296626,0.0004270135,5.4333806e-05,0.9999616,High Torque + High Tool Wear,즉시 점검 - High Torque + High Tool Wear,OSF,Torque + Tool Wear,고부하 상태에서 공구 마모 동시 관리,Torque 및 Tool Wear 동시 모니터링,Critical
162,L47341,L,298.3,308.1,1412,52.3,218,1,0.99581474,99.581474,Critical,OSF,0.9998658,0.0050396775,4.405707e-05,4.3457774e-05,0.9998658,High Torque + High Tool Wear,즉시 점검 - High Torque + High Tool Wear,OSF,Torque + Tool Wear,고부하 상태에서 공구 마모 동시 관리,Torque 및 Tool Wear 동시 모니터링,Critical
163,L47342,L,298.3,308.1,1586,35.5,0,0,0.00017391254,0.017391255,Low,Normal,0.00011440949,7.552923e-05,3.51373e-05,0.00011440949,2.2219425e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
164,M15023,M,298.4,308.2,1468,43.8,2,0,0.00017402651,0.01740265,Low,Normal,0.0003378889,6.5002796e-06,2.413944e-05,0.0003378889,1.8970466e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
165,M15024,M,298.5,308.3,1440,43.6,5,0,0.00036562487,0.036562487,Low,Normal,0.00033267372,1.2693506e-05,3.093222e-05,0.00033267372,1.8970466e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
166,L47345,L,298.5,308.4,1733,26.0,8,0,0.0003188362,0.03188362,Low,Normal,0.00017904709,9.872469e-05,3.51373e-05,0.00017904709,2.2219425e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
